,Pallet,num_packages,earliest_arrival,packages,linehaul
83,84,60,218.95144487456727,"[('PKG004720', 'FDEG', 'FDEG'), ('PKG004721', 'TLMD', '2'), ('PKG004722', 'TLMD', '1'), ('PKG004723', 'TLMD', '1'), ('PKG004724', 'TLMD', '2'), ('PKG004725', 'USPS', 'USPS'), ('PKG004726', 'FDEG', 'FDEG'), ('PKG004727', 'FDEG', 'FDEG'), ('PKG004728', 'FDEG', 'FDEG'), ('PKG004729', 'TLMD', '2'), ('PKG004730', 'TLMD', '1'), ('PKG004731', 'TLMD', '1'), ('PKG004732', 'TLMD', '1'), ('PKG004733', 'TLMD', '2'), ('PKG004734', 'TLMD', '3AB'), ('PKG004735', 'TLMD', '1'), ('PKG004736', 'TLMD', '1'), ('PKG004737', 'TLMD', '1'), ('PKG004738', 'FDEG', 'FDEG'), ('PKG004739', 'TLMD', '2'), ('PKG004740', 'UPSN', 'UPSN'), ('PKG004741', 'UPSN', 'UPSN'), ('PKG004742', 'TLMD', '1'), ('PKG004743', 'TLMD', '3AB'), ('PKG004744', 'TLMD', '1'), ('PKG004745', 'UPSN', 'UPSN'), ('PKG004746', 'TLMD', '1'), ('PKG004747', 'UPSN', 'UPSN'), ('PKG004748', 'UPSN', 'UPSN'), ('PKG004749', 'FDEG', 'FDEG'), ('PKG004750', 'FDEG', 'FDEG'), ('PKG004751', 'TLMD', '1'), ('PKG004752', 'TLMD', '2'), ('PKG004753', 'TLMD', '3AB'), ('PKG004754', 'UPSN', 'UPSN'), ('PKG004755', 'TLMD', '1'), ('PKG004756', 'TLMD', '2'), ('PKG004757', 'USPS', 'USPS'), ('PKG004758', 'USPS', 'USPS'), ('PKG004759', 'TLMD', '2'), ('PKG004760', 'USPS', 'USPS'), ('PKG004761', 'UPSN', 'UPSN'), ('PKG004762', 'FDEG', 'FDEG'), ('PKG004763', 'TLMD', '3AB'), ('PKG004764', 'USPS', 'USPS'), ('PKG004765', 'FDEG', 'FDEG'), ('PKG004766', 'USPS', 'USPS'), ('PKG004767', 'TLMD', '1'), ('PKG004768', 'TLMD', '2'), ('PKG004769', 'TLMD', '2'), ('PKG004770', 'USPS', 'USPS'), ('PKG004771', 'FDEG', 'FDEG'), ('PKG004772', 'TLMD', '3AB'), ('PKG004773', 'UPSN', 'UPSN'), ('PKG004774', 'USPS', 'USPS'), ('PKG004775', 'UPSN', 'UPSN'), ('PKG004776', 'TLMD', '1'), ('PKG004777', 'TLMD', '2'), ('PKG004778', 'FDEG', 'FDEG'), ('PKG004779', 'FDEG', 'FDEG')]",B
84,85,51,218.95144487456727,"[('PKG004780', 'TLMD', '2'), ('PKG004781', 'TLMD', '1'), ('PKG004782', 'TLMD', '1'), ('PKG004783', 'FDEG', 'FDEG'), ('PKG004784', 'UPSN', 'UPSN'), ('PKG004785', 'TLMD', '1'), ('PKG004786', 'TLMD', '3AB'), ('PKG004787', 'TLMD', '2'), ('PKG004788', 'TLMD', '3AB'), ('PKG004789', 'UPSN', 'UPSN'), ('PKG004790', 'UPSN', 'UPSN'), ('PKG004791', 'TLMD', '3AB'), ('PKG004792', 'FDEG', 'FDEG'), ('PKG004793', 'USPS', 'USPS'), ('PKG004794', 'TLMD', '1'), ('PKG004795', 'UPSN', 'UPSN'), ('PKG004796', 'FDEG', 'FDEG'), ('PKG004797', 'TLMD', '3AB'), ('PKG004798', 'USPS', 'USPS'), ('PKG004799', 'TLMD', '3AB'), ('PKG004800', 'TLMD', '1'), ('PKG004801', 'TLMD', '2'), ('PKG004802', 'FDEG', 'FDEG'), ('PKG004803', 'TLMD', '2'), ('PKG004804', 'FDEG', 'FDEG'), ('PKG004805', 'TLMD', '3AB'), ('PKG004806', 'USPS', 'USPS'), ('PKG004807', 'UPSN', 'UPSN'), ('PKG004808', 'TLMD', '2'), ('PKG004809', 'TLMD', '1'), ('PKG004810', 'TLMD', '2'), ('PKG004811', 'TLMD', '3AB'), ('PKG004812', 'FDEG', 'FDEG'), ('PKG004813', 'FDEG', 'FDEG'), ('PKG004814', 'TLMD', '1'), ('PKG004815', 'UPSN', 'UPSN'), ('PKG004816', 'TLMD', '1'), ('PKG004817', 'USPS', 'USPS'), ('PKG004818', 'TLMD', '1'), ('PKG004819', 'TLMD', '1'), ('PKG004820', 'FDEG', 'FDEG'), ('PKG004821', 'USPS', 'USPS'), ('PKG004822', 'FDEG', 'FDEG'), ('PKG004823', 'TLMD', '3AB'), ('PKG004824', 'UPSN', 'UPSN'), ('PKG004825', 'FDEG', 'FDEG'), ('PKG004826', 'FDEG', 'FDEG'), ('PKG004827', 'FDEG', 'FDEG'), ('PKG004828', 'USPS', 'USPS'), ('PKG004829', 'TLMD', '2'), ('PKG004830', 'USPS', 'USPS')]",B
85,86,48,218.95144487456727,"[('PKG004831', 'USPS', 'USPS'), ('PKG004832', 'TLMD', '1'), ('PKG004833', 'FDEG', 'FDEG'), ('PKG004834', 'UPSN', 'UPSN'), ('PKG004835', 'USPS', 'USPS'), ('PKG004836', 'FDEG', 'FDEG'), ('PKG004837', 'UPSN', 'UPSN'), ('PKG004838', 'USPS', 'USPS'), ('PKG004839', 'FDEG', 'FDEG'), ('PKG004840', 'UPSN', 'UPSN'), ('PKG004841', 'TLMD', '1'), ('PKG004842', 'TLMD', '3AB'), ('PKG004843', 'UPSN', 'UPSN'), ('PKG004844', 'TLMD', '1'), ('PKG004845', 'USPS', 'USPS'), ('PKG004846', 'FDEG', 'FDEG'), ('PKG004847', 'UPSN', 'UPSN'), ('PKG004848', 'FDEG', 'FDEG'), ('PKG004849', 'TLMD', '1'), ('PKG004850', 'TLMD', '3AB'), ('PKG004851', 'TLMD', '3AB'), ('PKG004852', 'TLMD', '3AB'), ('PKG004853', 'TLMD', '1'), ('PKG004854', 'TLMD', '2'), ('PKG004855', 'TLMD', '3AB'), ('PKG004856', 'FDEG', 'FDEG'), ('PKG004857', 'UPSN', 'UPSN'), ('PKG004858', 'TLMD', '2'), ('PKG004859', 'FDEG', 'FDEG'), ('PKG004860', 'TLMD', '3AB'), ('PKG004861', 'TLMD', '3AB'), ('PKG004862', 'TLMD', '2'), ('PKG004863', 'FDEG', 'FDEG'), ('PKG004864', 'FDEG', 'FDEG'), ('PKG004865', 'TLMD', '3AB'), ('PKG004866', 'FDEG', 'FDEG'), ('PKG004867', 'TLMD', '1'), ('PKG004868', 'FDEG', 'FDEG'), ('PKG004869', 'TLMD', '2'), ('PKG004870', 'TLMD', '2'), ('PKG004871', 'TLMD', '3AB'), ('PKG004872', 'TLMD', '2'), ('PKG004873', 'TLMD', '3AB'), ('PKG004874', 'FDEG', 'FDEG'), ('PKG004875', 'UPSN', 'UPSN'), ('PKG004876', 'TLMD', '1'), ('PKG004877', 'TLMD', '3AB'), ('PKG004878', 'USPS', 'USPS')]",B
86,87,66,189.96996145551762,"[('PKG004879', 'USPS', 'USPS'), ('PKG004880', 'TLMD', '3AB'), ('PKG004881', 'TLMD', '1'), ('PKG004882', 'UPSN', 'UPSN'), ('PKG004883', 'FDEG', 'FDEG'), ('PKG004884', 'USPS', 'USPS'), ('PKG004885', 'FDEG', 'FDEG'), ('PKG004886', 'UPSN', 'UPSN'), ('PKG004887', 'TLMD', '3AB'), ('PKG004888', 'TLMD', '2'), ('PKG004889', 'USPS', 'USPS'), ('PKG004890', 'TLMD', '3AB'), ('PKG004891', 'TLMD', '3AB'), ('PKG004892', 'TLMD', '3AB'), ('PKG004893', 'TLMD', '1'), ('PKG004894', 'FDEG', 'FDEG'), ('PKG004895', 'TLMD', '2'), ('PKG004896', 'TLMD', '2'), ('PKG004897', 'TLMD', '3AB'), ('PKG004898', 'TLMD', '1'), ('PKG004899', 'FDEG', 'FDEG'), ('PKG004900', 'TLMD', '2'), ('PKG004901', 'TLMD', '2'), ('PKG004902', 'TLMD', '2'), ('PKG004903', 'UPSN', 'UPSN'), ('PKG004904', 'FDEG', 'FDEG'), ('PKG004905', 'UPSN', 'UPSN'), ('PKG004906', 'USPS', 'USPS'), ('PKG004907', 'UPSN', 'UPSN'), ('PKG004908', 'FDEG', 'FDEG'), ('PKG004909', 'TLMD', '2'), ('PKG004910', 'TLMD', '1'), ('PKG004911', 'UPSN', 'UPSN'), ('PKG004912', 'FDEG', 'FDEG'), ('PKG004913', 'UPSN', 'UPSN'), ('PKG004914', 'TLMD', '2'), ('PKG004915', 'FDEG', 'FDEG'), ('PKG004916', 'TLMD', '1'), ('PKG004917', 'TLMD', '2'), ('PKG004918', 'TLMD', '2'), ('PKG004919', 'UPSN', 'UPSN'), ('PKG004920', 'TLMD', '1'), ('PKG004921', 'TLMD', '2'), ('PKG004922', 'FDEG', 'FDEG'), ('PKG004923', 'USPS', 'USPS'), ('PKG004924', 'TLMD', '1'), ('PKG004925', 'FDEG', 'FDEG'), ('PKG004926', 'TLMD', '3AB'), ('PKG004927', 'FDEG', 'FDEG'), ('PKG004928', 'TLMD', '1'), ('PKG004929', 'USPS', 'USPS'), ('PKG004930', 'FDEG', 'FDEG'), ('PKG004931', 'UPSN', 'UPSN'), ('PKG004932', 'TLMD', '2'), ('PKG004933', 'FDEG', 'FDEG'), ('PKG004934', 'TLMD', '1'), ('PKG004935', 'TLMD', '1'), ('PKG004936', 'USPS', 'USPS'), ('PKG004937', 'TLMD', '3AB'), ('PKG004938', 'TLMD', '1'), ('PKG004939', 'TLMD', '1'), ('PKG004940', 'FDEG', 'FDEG'), ('PKG004941', 'UPSN', 'UPSN'), ('PKG004942', 'TLMD', '1'), ('PKG004943', 'TLMD', '2'), ('PKG004944', 'UPSN', 'UPSN')]",B
87,88,64,189.96996145551762,"[('PKG004945', 'TLMD', '1'), ('PKG004946', 'TLMD', '2'), ('PKG004947', 'TLMD', '2'), ('PKG004948', 'TLMD', '3AB'), ('PKG004949', 'UPSN', 'UPSN'), ('PKG004950', 'TLMD', '3AB'), ('PKG004951', 'UPSN', 'UPSN'), ('PKG004952', 'TLMD', '3AB'), ('PKG004953', 'UPSN', 'UPSN'), ('PKG004954', 'USPS', 'USPS'), ('PKG004955', 'USPS', 'USPS'), ('PKG004956', 'FDEG', 'FDEG'), ('PKG004957', 'TLMD', '3AB'), ('PKG004958', 'USPS', 'USPS'), ('PKG004959', 'TLMD', '1'), ('PKG004960', 'UPSN', 'UPSN'), ('PKG004961', 'TLMD', '2'), ('PKG004962', 'TLMD', '1'), ('PKG004963', 'TLMD', '3AB'), ('PKG004964', 'FDEG', 'FDEG'), ('PKG004965', 'FDEG', 'FDEG'), ('PKG004966', 'FDEG', 'FDEG'), ('PKG004967', 'TLMD', '1'), ('PKG004968', 'UPSN', 'UPSN'), ('PKG004969', 'USPS', 'USPS'), ('PKG004970', 'USPS', 'USPS'), ('PKG004971', 'TLMD', '2'), ('PKG004972', 'TLMD', '1'), ('PKG004973', 'FDEG', 'FDEG'), ('PKG004974', 'UPSN', 'UPSN'), ('PKG004975', 'FDEG', 'FDEG'), ('PKG004976', 'USPS', 'USPS'), ('PKG004977', 'TLMD', '1'), ('PKG004978', 'FDEG', 'FDEG'), ('PKG004979', 'UPSN', 'UPSN'), ('PKG004980', 'TLMD', '1'), ('PKG004981', 'UPSN', 'UPSN'), ('PKG004982', 'USPS', 'USPS'), ('PKG004983', 'TLMD', '3AB'), ('PKG004984', 'UPSN', 'UPSN'), ('PKG004985', 'UPSN', 'UPSN'), ('PKG004986', 'TLMD', '1'), ('PKG004987', 'TLMD', '2'), ('PKG004988', 'TLMD', '1'), ('PKG004989', 'TLMD', '1'), ('PKG004990', 'TLMD', '1'), ('PKG004991', 'FDEG', 'FDEG'), ('PKG004992', 'TLMD', '1'), ('PKG004993', 'FDEG', 'FDEG'), ('PKG004994', 'TLMD', '2'), ('PKG004995', 'UPSN', 'UPSN'), ('PKG004996', 'FDEG', 'FDEG'), ('PKG004997', 'TLMD', '3AB'), ('PKG004998', 'UPSN', 'UPSN'), ('PKG004999', 'TLMD', '2'), ('PKG005000', 'USPS', 'USPS'), ('PKG005001', 'UPSN', 'UPSN'), ('PKG005002', 'TLMD', '1'), ('PKG005003', 'FDEG', 'FDEG'), ('PKG005004', 'TLMD', '2'), ('PKG005005', 'UPSN', 'UPSN'), ('PKG005006', 'TLMD', '2'), ('PKG005007', 'USPS', 'USPS'), ('PKG005008', 'USPS', 'USPS')]",B
88,89,66,189.96996145551762,"[('PKG005009', 'TLMD', '1'), ('PKG005010', 'FDEG', 'FDEG'), ('PKG005011', 'TLMD', '2'), ('PKG005012', 'USPS', 'USPS'), ('PKG005013', 'TLMD', '2'), ('PKG005014', 'TLMD', '1'), ('PKG005015', 'FDEG', 'FDEG'), ('PKG005016', 'TLMD', '3AB'), ('PKG005017', 'UPSN', 'UPSN'), ('PKG005018', 'FDEG', 'FDEG'), ('PKG005019', 'FDEG', 'FDEG'), ('PKG005020', 'TLMD', '1'), ('PKG005021', 'UPSN', 'UPSN'), ('PKG005022', 'USPS', 'USPS'), ('PKG005023', 'FDEG', 'FDEG'), ('PKG005024', 'UPSN', 'UPSN'), ('PKG005025', 'FDEG', 'FDEG'), ('PKG005026', 'UPSN', 'UPSN'), ('PKG005027', 'FDEG', 'FDEG'), ('PKG005028', 'UPSN', 'UPSN'), ('PKG005029', 'UPSN', 'UPSN'), ('PKG005030', 'FDEG', 'FDEG'), ('PKG005031', 'TLMD', '1'), ('PKG005032', 'TLMD', '2'), ('PKG005033', 'FDEG', 'FDEG'), ('PKG005034', 'UPSN', 'UPSN'), ('PKG005035', 'UPSN', 'UPSN'), ('PKG005036', 'TLMD', '1'), ('PKG005037', 'TLMD', '1'), ('PKG005038', 'UPSN', 'UPSN'), ('PKG005039', 'UPSN', 'UPSN'), ('PKG005040', 'UPSN', 'UPSN'), ('PKG005041', 'TLMD', '1'), ('PKG005042', 'TLMD', '2'), ('PKG005043', 'TLMD', '2'), ('PKG005044', 'UPSN', 'UPSN'), ('PKG005045', 'TLMD', '1'), ('PKG005046', 'FDEG', 'FDEG'), ('PKG005047', 'TLMD', '2'), ('PKG005048', 'UPSN', 'UPSN'), ('PKG005049', 'FDEG', 'FDEG'), ('PKG005050', 'FDEG', 'FDEG'), ('PKG005051', 'UPSN', 'UPSN'), ('PKG005052', 'TLMD', '1'), ('PKG005053', 'TLMD', '1'), ('PKG005054', 'FDE', 'FDE'), ('PKG005055', 'FDEG', 'FDEG'), ('PKG005056', 'TLMD', '1'), ('PKG005057', 'TLMD', '1'), ('PKG005058', 'UPSN', 'UPSN'), ('PKG005059', 'TLMD', '3AB'), ('PKG005060', 'TLMD', '1'), ('PKG005061', 'TLMD', '1'), ('PKG005062', 'UPSN', 'UPSN'), ('PKG005063', 'TLMD', '1'), ('PKG005064', 'TLMD', '2'), ('PKG005065', 'TLMD', '2'), ('PKG005066', 'FDEG', 'FDEG'), ('PKG005067', 'USPS', 'USPS'), ('PKG005068', 'TLMD', '2'), ('PKG005069', 'TLMD', '1'), ('PKG005070', 'UPSN', 'UPSN'), ('PKG005071', 'UPSN', 'UPSN'), ('PKG005072', 'TLMD', '2'), ('PKG005073', 'TLMD', '1'), ('PKG005074', 'TLMD', '1')]",B
89,90,57,189.96996145551762,"[('PKG005075', 'UPSN', 'UPSN'), ('PKG005076', 'TLMD', '1'), ('PKG005077', 'TLMD', '2'), ('PKG005078', 'TLMD', '2'), ('PKG005079', 'TLMD', '1'), ('PKG005080', 'USPS', 'USPS'), ('PKG005081', 'TLMD', '2'), ('PKG005082', 'FDEG', 'FDEG'), ('PKG005083', 'TLMD', '3AB'), ('PKG005084', 'USPS', 'USPS'), ('PKG005085', 'TLMD', '2'), ('PKG005086', 'TLMD', '1'), ('PKG005087', 'UPSN', 'UPSN'), ('PKG005088', 'USPS', 'USPS'), ('PKG005089', 'UPSN', 'UPSN'), ('PKG005090', 'FDEG', 'FDEG'), ('PKG005091', 'TLMD', '3AB'), ('PKG005092', 'FDEG', 'FDEG'), ('PKG005093', 'TLMD', '3AB'), ('PKG005094', 'TLMD', '1'), ('PKG005095', 'FDEG', 'FDEG'), ('PKG005096', 'FDEG', 'FDEG'), ('PKG005097', 'TLMD', '1'), ('PKG005098', 'TLMD', '1'), ('PKG005099', 'FDEG', 'FDEG'), ('PKG005100', 'UPSN', 'UPSN'), ('PKG005101', 'TLMD', '3AB'), ('PKG005102', 'TLMD', '3AB'), ('PKG005103', 'TLMD', '1'), ('PKG005104', 'TLMD', '1'), ('PKG005105', 'TLMD', '1'), ('PKG005106', 'TLMD', '1'), ('PKG005107', 'TLMD', '1'), ('PKG005108', 'FDEG', 'FDEG'), ('PKG005109', 'FDEG', 'FDEG'), ('PKG005110', 'TLMD', '1'), ('PKG005111', 'UPSN', 'UPSN'), ('PKG005112', 'FDEG', 'FDEG'), ('PKG005113', 'UPSN', 'UPSN'), ('PKG005114', 'FDEG', 'FDEG'), ('PKG005115', 'USPS', 'USPS'), ('PKG005116', 'TLMD', '1'), ('PKG005117', 'UPSN', 'UPSN'), ('PKG005118', 'TLMD', '2'), ('PKG005119', 'UPSN', 'UPSN'), ('PKG005120', 'USPS', 'USPS'), ('PKG005121', 'TLMD', '1'), ('PKG005122', 'UPSN', 'UPSN'), ('PKG005123', 'UPSN', 'UPSN'), ('PKG005124', 'TLMD', '2'), ('PKG005125', 'USPS', 'USPS'), ('PKG005126', 'TLMD', '2'), ('PKG005127', 'UPSN', 'UPSN'), ('PKG005128', 'USPS', 'USPS'), ('PKG005129', 'UPSN', 'UPSN'), ('PKG005130', 'TLMD', '1'), ('PKG005131', 'UPSN', 'UPSN')]",B
90,91,65,189.96996145551762,"[('PKG005132', 'TLMD', '3AB'), ('PKG005133', 'TLMD', '3AB'), ('PKG005134', 'TLMD', '1'), ('PKG005135', 'UPSN', 'UPSN'), ('PKG005136', 'USPS', 'USPS'), ('PKG005137', 'FDEG', 'FDEG'), ('PKG005138', 'FDEG', 'FDEG'), ('PKG005139', 'TLMD', '3AB'), ('PKG005140', 'USPS', 'USPS'), ('PKG005141', 'TLMD', '1'), ('PKG005142', 'TLMD', '1'), ('PKG005143', 'UPSN', 'UPSN'), ('PKG005144', 'TLMD', '3AB'), ('PKG005145', 'TLMD', '3AB'), ('PKG005146', 'USPS', 'USPS'), ('PKG005147', 'UPSN', 'UPSN'), ('PKG005148', 'USPS', 'USPS'), ('PKG005149', 'TLMD', '3AB'), ('PKG005150', 'FDEG', 'FDEG'), ('PKG005151', 'TLMD', '3AB'), ('PKG005152', 'TLMD', '1'), ('PKG005153', 'USPS', 'USPS'), ('PKG005154', 'FDEG', 'FDEG'), ('PKG005155', 'TLMD', '1'), ('PKG005156', 'FDEG', 'FDEG'), ('PKG005157', 'UPSN', 'UPSN'), ('PKG005158', 'UPSN', 'UPSN'), ('PKG005159', 'TLMD', '1'), ('PKG005160', 'TLMD', '2'), ('PKG005161', 'FDEG', 'FDEG'), ('PKG005162', 'USPS', 'USPS'), ('PKG005163', 'TLMD', '1'), ('PKG005164', 'TLMD', '1'), ('PKG005165', 'TLMD', '2'), ('PKG005166', 'TLMD', '3AB'), ('PKG005167', 'TLMD', '1'), ('PKG005168', 'FDEG', 'FDEG'), ('PKG005169', 'TLMD', '1'), ('PKG005170', 'TLMD', '1'), ('PKG005171', 'FDEG', 'FDEG'), ('PKG005172', 'UPSN', 'UPSN'), ('PKG005173', 'FDEG', 'FDEG'), ('PKG005174', 'UPSN', 'UPSN'), ('PKG005175', 'TLMD', '3AB'), ('PKG005176', 'UPSN', 'UPSN'), ('PKG005177', 'FDEG', 'FDEG'), ('PKG005178', 'FDEG', 'FDEG'), ('PKG005179', 'TLMD', '1'), ('PKG005180', 'TLMD', '1'), ('PKG005181', 'TLMD', '1'), ('PKG005182', 'TLMD', '1'), ('PKG005183', 'TLMD', '3AB'), ('PKG005184', 'TLMD', '1'), ('PKG005185', 'FDEG', 'FDEG'), ('PKG005186', 'TLMD', '3AB'), ('PKG005187', 'USPS', 'USPS'), ('PKG005188', 'USPS', 'USPS'), ('PKG005189', 'UPSN', 'UPSN'), ('PKG005190', 'TLMD', '1'), ('PKG005191', 'UPSN', 'UPSN'), ('PKG005192', 'TLMD', '1'), ('PKG005193', 'TLMD', '1'), ('PKG005194', 'TLMD', '1'), ('PKG005195', 'USPS', 'USPS'), ('PKG005196', 'TLMD', '2')]",B
91,92,57,189.96996145551762,"[('PKG005197', 'FDEG', 'FDEG'), ('PKG005198', 'TLMD', '1'), ('PKG005199', 'TLMD', '1'), ('PKG005200', 'USPS', 'USPS'), ('PKG005201', 'FDEG', 'FDEG'), ('PKG005202', 'TLMD', '2'), ('PKG005203', 'TLMD', '1'), ('PKG005204', 'FDEG', 'FDEG'), ('PKG005205', 'UPSN', 'UPSN'), ('PKG005206', 'TLMD', '1'), ('PKG005207', 'TLMD', '1'), ('PKG005208', 'FDEG', 'FDEG'), ('PKG005209', 'FDEG', 'FDEG'), ('PKG005210', 'TLMD', '3AB'), ('PKG005211', 'UPSN', 'UPSN'), ('PKG005212', 'TLMD', '2'), ('PKG005213', 'TLMD', '1'), ('PKG005214', 'FDEG', 'FDEG'), ('PKG005215', 'USPS', 'USPS'), ('PKG005216', 'USPS', 'USPS'), ('PKG005217', 'TLMD', '2'), ('PKG005218', 'TLMD', '1'), ('PKG005219', 'TLMD', '2'), ('PKG005220', 'TLMD', '2'), ('PKG005221', 'TLMD', '2'), ('PKG005222', 'TLMD', '1'), ('PKG005223', 'TLMD', '1'), ('PKG005224', 'TLMD', '1'), ('PKG005225', 'FDEG', 'FDEG'), ('PKG005226', 'UPSN', 'UPSN'), ('PKG005227', 'TLMD', '1'), ('PKG005228', 'UPSN', 'UPSN'), ('PKG005229', 'TLMD', '1'), ('PKG005230', 'TLMD', '2'), ('PKG005231', 'UPSN', 'UPSN'), ('PKG005232', 'UPSN', 'UPSN'), ('PKG005233', 'FDEG', 'FDEG'), ('PKG005234', 'FDEG', 'FDEG'), ('PKG005235', 'TLMD', '3AB'), ('PKG005236', 'FDEG', 'FDEG'), ('PKG005237', 'TLMD', '3AB'), ('PKG005238', 'TLMD', '3AB'), ('PKG005239', 'FDEG', 'FDEG'), ('PKG005240', 'TLMD', '3AB'), ('PKG005241', 'TLMD', '2'), ('PKG005242', 'TLMD', '1'), ('PKG005243', 'USPS', 'USPS'), ('PKG005244', 'TLMD', '3AB'), ('PKG005245', 'TLMD', '1'), ('PKG005246', 'TLMD', '3AB'), ('PKG005247', 'FDEG', 'FDEG'), ('PKG005248', 'FDEG', 'FDEG'), ('PKG005249', 'TLMD', '3AB'), ('PKG005250', 'FDEG', 'FDEG'), ('PKG005251', 'TLMD', '2'), ('PKG005252', 'FDEG', 'FDEG'), ('PKG005253', 'UPSN', 'UPSN')]",B
92,93,68,189.96996145551762,"[('PKG005254', 'TLMD', '2'), ('PKG005255', 'FDEG', 'FDEG'), ('PKG005256', 'USPS', 'USPS'), ('PKG005257', 'TLMD', '2'), ('PKG005258', 'FDEG', 'FDEG'), ('PKG005259', 'TLMD', '1'), ('PKG005260', 'TLMD', '1'), ('PKG005261', 'TLMD', '1'), ('PKG005262', 'TLMD', '1'), ('PKG005263', 'TLMD', '1'), ('PKG005264', 'FDEG', 'FDEG'), ('PKG005265', 'TLMD', '3AB'), ('PKG005266', 'UPSN', 'UPSN'), ('PKG005267', 'FDEG', 'FDEG'), ('PKG005268', 'USPS', 'USPS'), ('PKG005269', 'USPS', 'USPS'), ('PKG005270', 'UPSN', 'UPSN'), ('PKG005271', 'TLMD', '2'), ('PKG005272', 'FDEG', 'FDEG'), ('PKG005273', 'USPS', 'USPS'), ('PKG005274', 'TLMD', '1'), ('PKG005275', 'UPSN', 'UPSN'), ('PKG005276', 'USPS', 'USPS'), ('PKG005277', 'FDEG', 'FDEG'), ('PKG005278', 'TLMD', '3AB'), ('PKG005279', 'FDEG', 'FDEG'), ('PKG005280', 'TLMD', '1'), ('PKG005281', 'TLMD', '3AB'), ('PKG005282', 'TLMD', '3AB'), ('PKG005283', 'TLMD', '1'), ('PKG005284', 'USPS', 'USPS'), ('PKG005285', 'USPS', 'USPS'), ('PKG005286', 'FDEG', 'FDEG'), ('PKG005287', 'TLMD', '2'), ('PKG005288', 'USPS', 'USPS'), ('PKG005289', 'FDEG', 'FDEG'), ('PKG005290', 'FDEG', 'FDEG'), ('PKG005291', 'TLMD', '3AB'), ('PKG005292', 'FDEG', 'FDEG'), ('PKG005293', 'USPS', 'USPS'), ('PKG005294', 'UPSN', 'UPSN'), ('PKG005295', 'FDEG', 'FDEG'), ('PKG005296', 'UPSN', 'UPSN'), ('PKG005297', 'TLMD', '2'), ('PKG005298', 'FDEG', 'FDEG'), ('PKG005299', 'TLMD', '1'), ('PKG005300', 'TLMD', '2'), ('PKG005301', 'TLMD', '1'), ('PKG005302', 'TLMD', '1'), ('PKG005303', 'TLMD', '1'), ('PKG005304', 'TLMD', '1'), ('PKG005305', 'UPSN', 'UPSN'), ('PKG005306', 'TLMD', '1'), ('PKG005307', 'TLMD', '2'), ('PKG005308', 'TLMD', '2'), ('PKG005309', 'TLMD', '1'), ('PKG005310', 'UPSN', 'UPSN'), ('PKG005311', 'TLMD', '3AB'), ('PKG005312', 'UPSN', 'UPSN'), ('PKG005313', 'UPSN', 'UPSN'), ('PKG005314', 'TLMD', '2'), ('PKG005315', 'TLMD', '3AB'), ('PKG005316', 'TLMD', '2'), ('PKG005317', 'FDEG', 'FDEG'), ('PKG005318', 'USPS', 'USPS'), ('PKG005319', 'USPS', 'USPS'), ('PKG005320', 'TLMD', '3AB'), ('PKG005321', 'USPS', 'USPS')]",B
