sortation_center_id,inbound_date,planned_arrival_datetime,actual_arrival_datetime,,actual_pallets,planned_pallets,actual_packages,planned_packages,planned_truck_sequence,actual_truck_sequence,day_of_week,Promotion,TMAX,TMIN,AWND,PRCP,SNOW,RAFT,yesterday_packages,Time Delta,Truck Number,Total Daily Packages,percentage contribution
3872,5/29/2024,5/29/2024 21:51,5/29/2024 20:45,,10,10,496,496,9,8,Wednesday,0,70.8,48,4.7,0.0852,0,,,-66,,,
3872,5/29/2024,5/29/2024 21:45,5/29/2024 21:06,,6,6,210,210,8,9,Wednesday,0,70.8,48,4.7,0.0852,0,,,-39,,,
3872,5/30/2024,5/30/2024 8:15,5/30/2024 7:26,,2,2,99,99,11,10,Thursday,0,77.4,54,12.83333333,0.002795699,0,,,-49,,,
3872,5/30/2024,5/30/2024 8:15,5/30/2024 7:39,,2,2,117,117,10,11,Thursday,0,77.4,54,12.83333333,0.002795699,0,,,-36,,,
3872,5/30/2024,5/30/2024 17:40,5/30/2024 17:23,,7,9,298,424,1,1,Thursday,0,77.4,54,12.83333333,0.002795699,0,,,-16.99999999,,,
3872,5/30/2024,5/30/2024 18:05,5/30/2024 17:38,,8,8,427,427,2,2,Thursday,0,77.4,54,12.83333333,0.002795699,0,,,-26.99999999,,,
3872,5/30/2024,5/30/2024 18:50,5/30/2024 18:07,,7,8,378,412,3,3,Thursday,0,77.4,54,12.83333333,0.002795699,0,,,-42.99999999,,,
3872,5/30/2024,5/30/2024 19:10,5/30/2024 18:15,,15,16,622,685,4,4,Thursday,0,77.4,54,12.83333333,0.002795699,0,,,-55,,,
3872,5/30/2024,5/30/2024 19:43,5/30/2024 19:25,,6,11,435,772,5,5,Thursday,0,77.4,54,12.83333333,0.002795699,0,,,-18,,,
3872,5/30/2024,5/30/2024 21:15,5/30/2024 20:01,,7,9,308,333,7,6,Thursday,0,77.4,54,12.83333333,0.002795699,0,,,-74,,,
3872,5/30/2024,5/30/2024 21:51,5/30/2024 20:48,,8,8,347,347,8,7,Thursday,0,77.4,54,12.83333333,0.002795699,0,,,-63,,,
3872,5/30/2024,5/30/2024 20:20,5/30/2024 21:11,,14,15,563,591,6,8,Thursday,0,77.4,54,12.83333333,0.002795699,0,,,51.00000001,,,
3872,5/31/2024,5/31/2024 8:15,5/31/2024 7:14,,3,3,112,112,9,9,Friday,0,70.8,59.8,5.433333333,0.089090909,0,,,-61,,,
3872,5/31/2024,5/31/2024 8:15,5/31/2024 7:31,,2,2,104,104,10,10,Friday,0,70.8,59.8,5.433333333,0.089090909,0,,,-44,,,
3872,5/31/2024,5/31/2024 17:40,5/31/2024 17:12,,8,8,389,389,1,1,Friday,0,70.8,59.8,5.433333333,0.089090909,0,,,-28,,,
3872,5/31/2024,5/31/2024 18:05,5/31/2024 17:25,,6,6,359,359,2,2,Friday,0,70.8,59.8,5.433333333,0.089090909,0,,,-39.99999999,,,
3872,5/31/2024,5/31/2024 18:50,5/31/2024 18:14,,10,10,392,392,3,3,Friday,0,70.8,59.8,5.433333333,0.089090909,0,,,-35.99999999,,,
3872,5/31/2024,5/31/2024 19:10,5/31/2024 18:50,,16,17,589,590,4,4,Friday,0,70.8,59.8,5.433333333,0.089090909,0,,,-20,,,
3872,5/31/2024,5/31/2024 20:20,5/31/2024 19:18,,14,14,573,573,6,5,Friday,0,70.8,59.8,5.433333333,0.089090909,0,,,-61.99999999,,,
3872,5/31/2024,5/31/2024 19:43,5/31/2024 19:19,,8,9,607,666,5,6,Friday,0,70.8,59.8,5.433333333,0.089090909,0,,,-24,,,
3872,5/31/2024,5/31/2024 21:15,5/31/2024 20:05,,6,8,300,362,7,7,Friday,0,70.8,59.8,5.433333333,0.089090909,0,,,-70,,,
3872,5/31/2024,5/31/2024 21:45,5/31/2024 21:15,,2,3,138,156,8,8,Friday,0,70.8,59.8,5.433333333,0.089090909,0,,,-30,,,
3872,6/1/2024,6/1/2024 8:15,6/1/2024 7:15,,2,2,92,92,9,9,Saturday,0,75.2,60.2,5.366666667,0.68490566,0,,,-60,,,
3872,6/1/2024,6/1/2024 8:15,6/1/2024 7:39,,3,3,116,116,10,10,Saturday,0,75.2,60.2,5.366666667,0.68490566,0,,,-36,,,
3872,6/1/2024,6/1/2024 18:05,6/1/2024 17:11,,7,7,364,364,2,1,Saturday,0,75.2,60.2,5.366666667,0.68490566,0,,,-54,,,
3872,6/1/2024,6/1/2024 17:40,6/1/2024 17:48,,12,14,665,679,1,2,Saturday,0,75.2,60.2,5.366666667,0.68490566,0,,,8.000000005,,,
3872,6/1/2024,6/1/2024 18:50,6/1/2024 18:14,,6,7,358,360,3,3,Saturday,0,75.2,60.2,5.366666667,0.68490566,0,,,-35.99999999,,,
3872,6/1/2024,6/1/2024 19:10,6/1/2024 18:34,,15,15,703,703,4,4,Saturday,0,75.2,60.2,5.366666667,0.68490566,0,,,-36,,,
3872,6/1/2024,6/1/2024 19:43,6/1/2024 19:08,,11,12,742,744,5,5,Saturday,0,75.2,60.2,5.366666667,0.68490566,0,,,-35,,,
3872,6/1/2024,6/1/2024 20:20,6/1/2024 19:15,,13,13,577,577,6,6,Saturday,0,75.2,60.2,5.366666667,0.68490566,0,,,-64.99999999,,,
3872,6/1/2024,6/1/2024 21:15,6/1/2024 20:40,,11,11,538,538,7,7,Saturday,0,75.2,60.2,5.366666667,0.68490566,0,,,-35,,,
3872,6/1/2024,6/1/2024 21:51,6/1/2024 20:53,,7,7,377,377,9,8,Saturday,0,75.2,60.2,5.366666667,0.68490566,0,,,-58,,,
3872,6/1/2024,6/1/2024 21:45,6/1/2024 21:42,,4,4,237,237,8,9,Saturday,0,75.2,60.2,5.366666667,0.68490566,0,,,-2.999999999,,,
3872,6/2/2024,6/2/2024 8:15,6/2/2024 7:22,,3,3,147,147,11,10,Sunday,0,77.8,56.6,10.13333333,0.008170732,0,,,-53.00000001,,,
3872,6/2/2024,6/2/2024 8:15,6/2/2024 10:12,,2,2,140,140,10,11,Sunday,0,77.8,56.6,10.13333333,0.008170732,0,,,117,,,
3872,6/2/2024,6/2/2024 18:05,6/2/2024 17:19,,8,8,512,512,2,1,Sunday,0,77.8,56.6,10.13333333,0.008170732,0,,,-45.99999999,,,
3872,6/2/2024,6/2/2024 17:40,6/2/2024 17:21,,9,10,478,535,1,2,Sunday,0,77.8,56.6,10.13333333,0.008170732,0,,,-19,,,
3872,6/2/2024,6/2/2024 18:50,6/2/2024 17:54,,9,9,520,520,3,3,Sunday,0,77.8,56.6,10.13333333,0.008170732,0,,,-55.99999999,,,
3872,6/2/2024,6/2/2024 19:10,6/2/2024 18:22,,19,19,918,918,4,4,Sunday,0,77.8,56.6,10.13333333,0.008170732,0,,,-48,,,
3872,6/2/2024,6/2/2024 20:20,6/2/2024 19:18,,17,17,822,822,6,5,Sunday,0,77.8,56.6,10.13333333,0.008170732,0,,,-61.99999999,,,
3872,6/2/2024,6/2/2024 19:43,6/2/2024 19:26,,13,13,923,923,5,6,Sunday,0,77.8,56.6,10.13333333,0.008170732,0,,,-17,,,
3872,6/2/2024,6/2/2024 21:15,6/2/2024 20:34,,8,9,367,469,7,7,Sunday,0,77.8,56.6,10.13333333,0.008170732,0,,,-41,,,
3872,6/2/2024,6/2/2024 21:51,6/2/2024 20:48,,9,9,514,514,9,8,Sunday,0,77.8,56.6,10.13333333,0.008170732,0,,,-63,,,
3872,6/2/2024,6/2/2024 21:45,6/2/2024 21:54,,4,4,293,293,8,9,Sunday,0,77.8,56.6,10.13333333,0.008170732,0,,,8.999999998,,,
3872,6/3/2024,6/3/2024 8:15,6/3/2024 7:03,,1,2,56,97,10,10,Monday,0,82,62,7.466666667,0.78375,0,,,-72,,,
3872,6/3/2024,6/3/2024 8:15,6/3/2024 8:07,,0,1,0,78,11,11,Monday,0,82,62,7.466666667,0.78375,0,,,-8.000000005,,,
3872,6/3/2024,6/3/2024 17:40,6/3/2024 16:57,,8,9,599,637,1,1,Monday,0,82,62,7.466666667,0.78375,0,,,-42.99999999,,,
3872,6/3/2024,6/3/2024 18:05,6/3/2024 17:48,,12,12,628,628,2,2,Monday,0,82,62,7.466666667,0.78375,0,,,-16.99999999,,,
3872,6/3/2024,6/3/2024 18:50,6/3/2024 18:04,,7,8,464,466,3,3,Monday,0,82,62,7.466666667,0.78375,0,,,-45.99999999,,,
3872,6/3/2024,6/3/2024 19:10,6/3/2024 18:18,,20,21,1137,1150,4,4,Monday,0,82,62,7.466666667,0.78375,0,,,-52,,,
3872,6/3/2024,6/3/2024 20:20,6/3/2024 19:31,,17,17,981,981,5,5,Monday,0,82,62,7.466666667,0.78375,0,,,-48.99999999,,,
3872,6/3/2024,6/3/2024 21:15,6/3/2024 20:03,,10,12,464,466,6,6,Monday,0,82,62,7.466666667,0.78375,0,,,-71.99999999,,,
3872,6/3/2024,6/3/2024 21:51,6/3/2024 20:58,,6,6,353,353,8,7,Monday,0,82,62,7.466666667,0.78375,0,,,-52.99999999,,,
3872,6/3/2024,6/3/2024 21:45,6/3/2024 21:06,,4,4,285,285,7,8,Monday,0,82,62,7.466666667,0.78375,0,,,-39,,,
3872,6/4/2024,6/4/2024 8:15,6/4/2024 7:27,,1,1,71,71,9,9,Tuesday,0,85.2,59.8,11.33333333,0.017977528,0,,,-48,,,
3872,6/4/2024,6/4/2024 8:15,6/4/2024 7:43,,2,2,128,128,10,10,Tuesday,0,85.2,59.8,11.33333333,0.017977528,0,,,-32,,,
3872,6/4/2024,6/4/2024 17:40,6/4/2024 16:52,,13,13,560,560,1,1,Tuesday,0,85.2,59.8,11.33333333,0.017977528,0,,,-48,,,
3872,6/4/2024,6/4/2024 18:05,6/4/2024 17:55,,9,9,625,625,2,2,Tuesday,0,85.2,59.8,11.33333333,0.017977528,0,,,-9.999999991,,,
3872,6/4/2024,6/4/2024 18:50,6/4/2024 18:05,,8,8,442,442,3,3,Tuesday,0,85.2,59.8,11.33333333,0.017977528,0,,,-45,,,
3872,6/4/2024,6/4/2024 19:10,6/4/2024 18:21,,20,20,1025,1025,4,4,Tuesday,0,85.2,59.8,11.33333333,0.017977528,0,,,-49,,,
3872,6/4/2024,6/4/2024 19:43,6/4/2024 19:25,,9,10,853,915,5,5,Tuesday,0,85.2,59.8,11.33333333,0.017977528,0,,,-18,,,
3872,6/4/2024,6/4/2024 21:15,6/4/2024 19:51,,8,8,379,379,7,6,Tuesday,0,85.2,59.8,11.33333333,0.017977528,0,,,-84,,,
3872,6/4/2024,6/4/2024 20:20,6/4/2024 20:20,,15,15,896,896,6,7,Tuesday,0,85.2,59.8,11.33333333,0.017977528,0,,,0,,,
3872,6/4/2024,6/4/2024 21:45,6/4/2024 20:54,,4,4,281,281,8,8,Tuesday,0,85.2,59.8,11.33333333,0.017977528,0,,,-51,,,
3872,6/4/2024,6/4/2024 21:51,6/4/2024 21:01,,8,8,565,565,9,9,Tuesday,0,85.2,59.8,11.33333333,0.017977528,0,,,-50,,,
3872,6/5/2024,6/5/2024 17:40,6/5/2024 17:04,,9,9,536,536,1,1,Wednesday,0,78.4,56.4,11.2,0.32146789,0,,,-36,,,
3872,6/5/2024,6/5/2024 18:05,6/5/2024 17:37,,9,9,533,533,2,2,Wednesday,0,78.4,56.4,11.2,0.32146789,0,,,-28,,,
3872,6/5/2024,6/5/2024 19:10,6/5/2024 18:26,,19,19,990,990,4,3,Wednesday,0,78.4,56.4,11.2,0.32146789,0,,,-44,,,
3872,6/5/2024,6/5/2024 18:50,6/5/2024 18:38,,8,9,373,376,3,4,Wednesday,0,78.4,56.4,11.2,0.32146789,0,,,-12,,,
3872,6/5/2024,6/5/2024 20:20,6/5/2024 19:21,,14,14,791,791,6,5,Wednesday,0,78.4,56.4,11.2,0.32146789,0,,,-58.99999999,,,
3872,6/5/2024,6/5/2024 21:15,6/5/2024 19:51,,8,8,353,353,7,6,Wednesday,0,78.4,56.4,11.2,0.32146789,0,,,-84,,,
3872,6/5/2024,6/5/2024 19:43,6/5/2024 20:15,,12,12,705,705,5,7,Wednesday,0,78.4,56.4,11.2,0.32146789,0,,,32,,,
3872,6/5/2024,6/5/2024 21:45,6/5/2024 20:53,,4,4,280,280,8,8,Wednesday,0,78.4,56.4,11.2,0.32146789,0,,,-52,,,
3872,6/5/2024,6/5/2024 21:51,6/5/2024 21:01,,8,8,527,527,9,9,Wednesday,0,78.4,56.4,11.2,0.32146789,0,,,-50,,,
3872,6/6/2024,6/6/2024 8:15,6/6/2024 8:04,,3,3,93,93,10,10,Thursday,0,72.2,58.2,14.63333333,0.042727273,0,,,-11,,,
3872,6/6/2024,6/6/2024 18:05,6/6/2024 17:40,,10,10,556,556,1,1,Thursday,0,72.2,58.2,14.63333333,0.042727273,0,,,-25,,,
3872,6/6/2024,6/6/2024 18:50,6/6/2024 18:13,,12,12,634,634,2,2,Thursday,0,72.2,58.2,14.63333333,0.042727273,0,,,-36.99999999,,,
3872,6/6/2024,6/6/2024 19:10,6/6/2024 18:26,,14,16,767,849,3,3,Thursday,0,72.2,58.2,14.63333333,0.042727273,0,,,-44,,,
3872,6/6/2024,6/6/2024 20:20,6/6/2024 19:10,,13,16,610,741,5,4,Thursday,0,72.2,58.2,14.63333333,0.042727273,0,,,-70,,,
3872,6/6/2024,6/6/2024 19:43,6/6/2024 19:23,,9,13,629,778,4,5,Thursday,0,72.2,58.2,14.63333333,0.042727273,0,,,-20,,,
3872,6/6/2024,6/6/2024 21:15,6/6/2024 19:39,,2,8,109,343,6,6,Thursday,0,72.2,58.2,14.63333333,0.042727273,0,,,-96,,,
3872,6/6/2024,6/6/2024 21:45,6/6/2024 20:49,,3,4,199,212,7,7,Thursday,0,72.2,58.2,14.63333333,0.042727273,0,,,-56,,,
3872,6/6/2024,6/6/2024 21:51,6/6/2024 21:03,,9,10,456,461,8,8,Thursday,0,72.2,58.2,14.63333333,0.042727273,0,,,-48,,,
3872,6/7/2024,6/7/2024 8:15,6/7/2024 7:25,,0,2,0,115,9,9,Friday,0,76.6,57,7.3,0.000795455,0,,,-50,,,
3872,6/7/2024,6/7/2024 8:15,6/7/2024 8:00,,0,3,0,110,10,10,Friday,0,76.6,57,7.3,0.000795455,0,,,-15,,,
3872,6/7/2024,6/7/2024 18:05,6/7/2024 17:49,,9,9,442,442,2,1,Friday,0,76.6,57,7.3,0.000795455,0,,,-16,,,
3872,6/7/2024,6/7/2024 18:50,6/7/2024 18:14,,9,9,436,436,3,2,Friday,0,76.6,57,7.3,0.000795455,0,,,-35.99999999,,,
3872,6/7/2024,6/7/2024 17:40,6/7/2024 18:31,,9,9,418,418,1,3,Friday,0,76.6,57,7.3,0.000795455,0,,,51,,,
3872,6/7/2024,6/7/2024 19:10,6/7/2024 18:34,,17,18,793,797,4,4,Friday,0,76.6,57,7.3,0.000795455,0,,,-36,,,
3872,6/7/2024,6/7/2024 19:43,6/7/2024 19:13,,12,12,690,690,5,5,Friday,0,76.6,57,7.3,0.000795455,0,,,-30,,,
3872,6/7/2024,6/7/2024 20:20,6/7/2024 19:13,,14,15,693,734,6,6,Friday,0,76.6,57,7.3,0.000795455,0,,,-67,,,
3872,6/7/2024,6/7/2024 21:15,6/7/2024 20:28,,8,8,392,392,7,7,Friday,0,76.6,57,7.3,0.000795455,0,,,-47,,,
3872,6/7/2024,6/7/2024 21:51,6/7/2024 21:00,,6,7,445,467,9,8,Friday,0,76.6,57,7.3,0.000795455,0,,,-51,,,
3872,6/7/2024,6/7/2024 21:45,6/7/2024 21:25,,5,5,300,300,8,9,Friday,0,76.6,57,7.3,0.000795455,0,,,-20,,,
3872,6/8/2024,6/8/2024 8:15,6/8/2024 7:45,,3,3,182,182,10,10,Saturday,0,77,57.4,6.7,0.092038835,0,,,-30,,,
3872,6/8/2024,6/8/2024 8:15,6/8/2024 8:00,,4,4,186,186,11,11,Saturday,0,77,57.4,6.7,0.092038835,0,,,-15,,,
3872,6/8/2024,6/8/2024 17:40,6/8/2024 17:22,,8,9,478,514,1,1,Saturday,0,77,57.4,6.7,0.092038835,0,,,-18,,,
3872,6/8/2024,6/8/2024 18:05,6/8/2024 17:24,,7,7,487,487,2,2,Saturday,0,77,57.4,6.7,0.092038835,0,,,-41,,,
3872,6/8/2024,6/8/2024 18:50,6/8/2024 17:47,,8,8,485,485,3,3,Saturday,0,77,57.4,6.7,0.092038835,0,,,-63,,,
3872,6/8/2024,6/8/2024 19:10,6/8/2024 18:38,,16,19,825,975,4,4,Saturday,0,77,57.4,6.7,0.092038835,0,,,-32,,,
3872,6/8/2024,6/8/2024 19:43,6/8/2024 18:43,,8,9,695,818,5,5,Saturday,0,77,57.4,6.7,0.092038835,0,,,-60,,,
3872,6/8/2024,6/8/2024 20:20,6/8/2024 19:07,,11,13,592,683,6,6,Saturday,0,77,57.4,6.7,0.092038835,0,,,-73,,,
3872,6/8/2024,6/8/2024 21:15,6/8/2024 20:43,,5,6,322,336,7,7,Saturday,0,77,57.4,6.7,0.092038835,0,,,-32,,,
3872,6/8/2024,6/8/2024 21:51,6/8/2024 20:55,,7,8,469,513,9,8,Saturday,0,77,57.4,6.7,0.092038835,0,,,-55.99999999,,,
3872,6/8/2024,6/8/2024 21:45,6/8/2024 21:46,,3,3,132,132,8,9,Saturday,0,77,57.4,6.7,0.092038835,0,,,1.000000003,,,
3872,6/9/2024,6/9/2024 8:15,6/9/2024 7:28,,3,3,155,155,10,10,Sunday,0,72.8,56.6,12.4,0.003666667,0,,,-47,,,
3872,6/9/2024,6/9/2024 8:15,6/9/2024 8:04,,3,3,153,153,11,11,Sunday,0,72.8,56.6,12.4,0.003666667,0,,,-11,,,
3872,6/9/2024,6/9/2024 17:40,6/9/2024 17:25,,11,11,518,518,1,1,Sunday,0,72.8,56.6,12.4,0.003666667,0,,,-15,,,
3872,6/9/2024,6/9/2024 18:05,6/9/2024 17:34,,11,11,551,551,2,2,Sunday,0,72.8,56.6,12.4,0.003666667,0,,,-31,,,
3872,6/9/2024,6/9/2024 18:50,6/9/2024 17:49,,8,8,528,528,3,3,Sunday,0,72.8,56.6,12.4,0.003666667,0,,,-61,,,
3872,6/9/2024,6/9/2024 19:10,6/9/2024 18:12,,21,22,908,912,4,4,Sunday,0,72.8,56.6,12.4,0.003666667,0,,,-58,,,
3872,6/9/2024,6/9/2024 19:43,6/9/2024 18:55,,13,13,831,831,5,5,Sunday,0,72.8,56.6,12.4,0.003666667,0,,,-48,,,
3872,6/9/2024,6/9/2024 21:15,6/9/2024 20:01,,10,10,482,482,6,6,Sunday,0,72.8,56.6,12.4,0.003666667,0,,,-74,,,
3872,6/9/2024,6/9/2024 21:51,6/9/2024 20:49,,8,8,452,452,8,7,Sunday,0,72.8,56.6,12.4,0.003666667,0,,,-62,,,
3872,6/9/2024,6/9/2024 21:45,6/9/2024 21:01,,4,4,329,329,7,8,Sunday,0,72.8,56.6,12.4,0.003666667,0,,,-44,,,
3872,6/10/2024,6/10/2024 8:15,6/10/2024 7:26,,3,4,129,169,10,9,Monday,0,74,50.8,5.2,0,0,,,-49,,,
3872,6/10/2024,6/10/2024 8:15,6/10/2024 8:28,,3,3,201,201,9,10,Monday,0,74,50.8,5.2,0,0,,,13,,,
3872,6/10/2024,6/10/2024 17:40,6/10/2024 17:09,,10,10,517,517,1,1,Monday,0,74,50.8,5.2,0,0,,,-31,,,
3872,6/10/2024,6/10/2024 18:05,6/10/2024 17:46,,12,12,635,635,2,2,Monday,0,74,50.8,5.2,0,0,,,-19,,,
3872,6/10/2024,6/10/2024 18:50,6/10/2024 18:07,,9,9,598,598,3,3,Monday,0,74,50.8,5.2,0,0,,,-42.99999999,,,
3872,6/10/2024,6/10/2024 19:43,6/10/2024 18:33,,12,12,954,954,5,4,Monday,0,74,50.8,5.2,0,0,,,-70,,,
3872,6/10/2024,6/10/2024 19:10,6/10/2024 19:32,,19,19,1043,1043,4,5,Monday,0,74,50.8,5.2,0,0,,,22,,,
3872,6/10/2024,6/10/2024 21:15,6/10/2024 20:02,,9,10,508,509,6,6,Monday,0,74,50.8,5.2,0,0,,,-73,,,
3872,6/10/2024,6/10/2024 21:51,6/10/2024 20:41,,9,9,604,604,8,7,Monday,0,74,50.8,5.2,0,0,,,-70,,,
3872,6/10/2024,6/10/2024 21:45,6/10/2024 21:05,,4,4,281,281,7,8,Monday,0,74,50.8,5.2,0,0,,,-40,,,
3872,6/11/2024,6/11/2024 8:15,6/11/2024 7:20,,3,3,157,157,10,9,Tuesday,0,82,56.2,9.466666667,0.077383178,0,,,-55,,,
3872,6/11/2024,6/11/2024 8:15,6/11/2024 7:36,,2,2,164,164,9,10,Tuesday,0,82,56.2,9.466666667,0.077383178,0,,,-39,,,
3872,6/11/2024,6/11/2024 17:40,6/11/2024 17:28,,10,10,481,481,1,1,Tuesday,0,82,56.2,9.466666667,0.077383178,0,,,-12,,,
3872,6/11/2024,6/11/2024 18:05,6/11/2024 17:39,,9,9,588,588,2,2,Tuesday,0,82,56.2,9.466666667,0.077383178,0,,,-25.99999999,,,
3872,6/11/2024,6/11/2024 18:50,6/11/2024 17:57,,9,9,553,553,3,3,Tuesday,0,82,56.2,9.466666667,0.077383178,0,,,-52.99999999,,,
3872,6/11/2024,6/11/2024 19:43,6/11/2024 18:31,,12,12,935,935,5,4,Tuesday,0,82,56.2,9.466666667,0.077383178,0,,,-72,,,
3872,6/11/2024,6/11/2024 20:20,6/11/2024 18:46,,14,14,787,787,6,5,Tuesday,0,82,56.2,9.466666667,0.077383178,0,,,-93.99999999,,,
3872,6/11/2024,6/11/2024 19:10,6/11/2024 19:01,,18,18,914,914,4,6,Tuesday,0,82,56.2,9.466666667,0.077383178,0,,,-8.999999998,,,
3872,6/11/2024,6/11/2024 21:15,6/11/2024 20:05,,9,9,439,439,7,7,Tuesday,0,82,56.2,9.466666667,0.077383178,0,,,-70,,,
3872,6/11/2024,6/11/2024 21:51,6/11/2024 20:38,,10,11,495,527,9,8,Tuesday,0,82,56.2,9.466666667,0.077383178,0,,,-73,,,
3872,6/11/2024,6/11/2024 21:45,6/11/2024 21:02,,5,5,267,267,8,9,Tuesday,0,82,56.2,9.466666667,0.077383178,0,,,-43,,,
3872,6/12/2024,6/12/2024 8:15,6/12/2024 7:40,,2,2,131,131,11,10,Wednesday,0,81.2,58,8.7,0.059019608,0,,,-35,,,
3872,6/12/2024,6/12/2024 8:15,6/12/2024 7:53,,3,3,152,152,10,11,Wednesday,0,81.2,58,8.7,0.059019608,0,,,-22,,,
3872,6/12/2024,6/12/2024 17:40,6/12/2024 17:15,,9,9,452,452,1,1,Wednesday,0,81.2,58,8.7,0.059019608,0,,,-25,,,
3872,6/12/2024,6/12/2024 18:05,6/12/2024 17:48,,9,9,604,604,2,2,Wednesday,0,81.2,58,8.7,0.059019608,0,,,-16.99999999,,,
3872,6/12/2024,6/12/2024 18:50,6/12/2024 18:06,,8,8,553,553,3,3,Wednesday,0,81.2,58,8.7,0.059019608,0,,,-44,,,
3872,6/12/2024,6/12/2024 19:10,6/12/2024 18:43,,18,19,906,907,4,4,Wednesday,0,81.2,58,8.7,0.059019608,0,,,-26.99999999,,,
3872,6/12/2024,6/12/2024 19:43,6/12/2024 19:09,,13,13,829,829,5,5,Wednesday,0,81.2,58,8.7,0.059019608,0,,,-34,,,
3872,6/12/2024,6/12/2024 20:20,6/12/2024 19:21,,15,15,812,812,6,6,Wednesday,0,81.2,58,8.7,0.059019608,0,,,-58.99999999,,,
3872,6/12/2024,6/12/2024 21:15,6/12/2024 19:45,,9,10,404,436,7,7,Wednesday,0,81.2,58,8.7,0.059019608,0,,,-90,,,
3872,6/12/2024,6/12/2024 21:45,6/12/2024 20:45,,0,0,0,0,8,8,Wednesday,0,81.2,58,8.7,0.059019608,0,,,-60,,,
3872,6/12/2024,6/12/2024 21:51,6/12/2024 20:49,,5,5,331,331,9,9,Wednesday,0,81.2,58,8.7,0.059019608,0,,,-62,,,
3872,6/13/2024,6/13/2024 8:15,6/13/2024 7:14,,3,3,124,124,11,10,Thursday,0,83.6,61.6,7.3,0.386513761,0,,,-61,,,
3872,6/13/2024,6/13/2024 8:15,6/13/2024 8:09,,3,4,143,154,10,11,Thursday,0,83.6,61.6,7.3,0.386513761,0,,,-5.999999999,,,
3872,6/13/2024,6/13/2024 18:05,6/13/2024 17:15,,9,9,529,529,2,1,Thursday,0,83.6,61.6,7.3,0.386513761,0,,,-50,,,
3872,6/13/2024,6/13/2024 17:40,6/13/2024 17:50,,10,10,474,474,1,2,Thursday,0,83.6,61.6,7.3,0.386513761,0,,,10,,,
3872,6/13/2024,6/13/2024 18:50,6/13/2024 18:04,,9,9,522,522,3,3,Thursday,0,83.6,61.6,7.3,0.386513761,0,,,-45.99999999,,,
3872,6/13/2024,6/13/2024 19:10,6/13/2024 18:36,,19,19,923,923,4,4,Thursday,0,83.6,61.6,7.3,0.386513761,0,,,-34,,,
3872,6/13/2024,6/13/2024 20:20,6/13/2024 19:16,,14,16,660,662,6,5,Thursday,0,83.6,61.6,7.3,0.386513761,0,,,-64,,,
3872,6/13/2024,6/13/2024 19:43,6/13/2024 19:36,,10,10,769,769,5,6,Thursday,0,83.6,61.6,7.3,0.386513761,0,,,-7.000000002,,,
3872,6/13/2024,6/13/2024 21:15,6/13/2024 20:07,,4,4,131,131,7,7,Thursday,0,83.6,61.6,7.3,0.386513761,0,,,-68,,,
3872,6/13/2024,6/13/2024 21:51,6/13/2024 20:53,,10,10,586,586,9,8,Thursday,0,83.6,61.6,7.3,0.386513761,0,,,-58,,,
3872,6/13/2024,6/13/2024 21:45,6/13/2024 21:03,,5,5,253,253,8,9,Thursday,0,83.6,61.6,7.3,0.386513761,0,,,-42,,,
3872,6/14/2024,6/14/2024 8:15,6/14/2024 7:23,,2,2,113,113,10,10,Friday,0,81,58.8,5.133333333,0.000888889,0,,,-52,,,
3872,6/14/2024,6/14/2024 8:15,6/14/2024 8:23,,3,3,108,108,11,11,Friday,0,81,58.8,5.133333333,0.000888889,0,,,8.000000005,,,
3872,6/14/2024,6/14/2024 18:05,6/14/2024 17:33,,6,6,381,381,2,1,Friday,0,81,58.8,5.133333333,0.000888889,0,,,-32,,,
3872,6/14/2024,6/14/2024 17:40,6/14/2024 17:38,,7,9,360,447,1,2,Friday,0,81,58.8,5.133333333,0.000888889,0,,,-1.999999996,,,
3872,6/14/2024,6/14/2024 19:10,6/14/2024 18:10,,12,17,754,852,4,3,Friday,0,81,58.8,5.133333333,0.000888889,0,,,-60,,,
3872,6/14/2024,6/14/2024 18:50,6/14/2024 18:15,,8,8,561,561,3,4,Friday,0,81,58.8,5.133333333,0.000888889,0,,,-35,,,
3872,6/14/2024,6/14/2024 19:43,6/14/2024 18:39,,10,11,698,784,5,5,Friday,0,81,58.8,5.133333333,0.000888889,0,,,-64,,,
3872,6/14/2024,6/14/2024 20:20,6/14/2024 19:22,,14,16,708,760,6,6,Friday,0,81,58.8,5.133333333,0.000888889,0,,,-58,,,
3872,6/14/2024,6/14/2024 21:15,6/14/2024 20:03,,4,8,224,396,7,7,Friday,0,81,58.8,5.133333333,0.000888889,0,,,-71.99999999,,,
3872,6/14/2024,6/14/2024 21:51,6/14/2024 20:56,,7,7,473,473,9,8,Friday,0,81,58.8,5.133333333,0.000888889,0,,,-55,,,
3872,6/14/2024,6/14/2024 21:45,6/14/2024 21:09,,4,4,189,189,8,9,Friday,0,81,58.8,5.133333333,0.000888889,0,,,-36,,,
3872,6/15/2024,6/15/2024 8:15,6/15/2024 8:23,,0,1,0,63,10,10,Saturday,0,70.6,63,10.66666667,0.072857143,0,,,8.000000005,,,
3872,6/15/2024,6/15/2024 8:15,6/15/2024 8:23,,0,3,0,158,11,11,Saturday,0,70.6,63,10.66666667,0.072857143,0,,,8.000000005,,,
